K1 Pt                          K2 Pt                           Phi Pt                         Delta Pt
4.4439397367e-01               2.1211253244e-01               6.3577686698e-01               2.0729639124e-02
6.3847451452e-01               5.7298106582e-01               1.1927737520e+00               1.8681828356e-02
2.8696063683e-01               1.7946615484e-01               4.5809563839e-01               8.3311532718e-03
1.1619431574e-01               1.5449139264e-01               1.3439446354e-01               1.3629124484e-01
5.7202254319e-01               6.1478464310e-01               1.1591439515e+00               2.7663234799e-02
8.6065167721e-01               6.7464966622e-01               1.5198729693e+00               1.5428374152e-02
2.3874226439e-01               4.2677579842e-01               6.3888394976e-01               2.6634113056e-02
4.1178815015e-01               4.1349938025e-01               7.9216810322e-01               3.3119427182e-02
8.4280813136e-02               8.3087521061e-02               1.2556640282e-02               1.5481169392e-01
8.4637023922e-02               1.6128991063e-01               7.8667202387e-02               1.6725973216e-01
6.4879557859e-01               4.4955278391e-01               1.0792282690e+00               1.9120093543e-02
6.2306469666e-01               7.2677443257e-01               1.3297112396e+00               2.0127889605e-02
1.0509566145e-01               2.6775465780e-01               3.2168904852e-01               5.1161270733e-02
5.2330171247e-02               8.8056559220e-02               3.7196740379e-02               1.0318999009e-01
8.0818359855e-02               1.5789117915e-01               1.2642445024e-01               1.1228508877e-01
3.3872524897e-01               1.2252155529e-01               4.3864750670e-01               2.2599297558e-02
7.3692723612e-01               5.6907387592e-01               1.2848878104e+00               2.1113301657e-02
3.6298362613e-01               3.3342178579e-01               6.6368539439e-01               3.2720017522e-02
3.0815506581e-01               3.6982521567e-01               6.3690149215e-01               4.1078789341e-02
2.5782868479e-02               7.6619684144e-02               5.8576700532e-02               4.3825852091e-02
7.0650769970e-02               5.5316716768e-02               9.5639515445e-02               3.0327971293e-02
2.4126250831e-01               1.6174320366e-01               3.2024596278e-01               8.2759749179e-02
2.0951913095e-01               1.5406774218e-01               2.6302715843e-01               1.0055971470e-01
1.3630700460e-01               3.9555616602e-01               5.2191919359e-01               9.9439770246e-03
5.4628336182e-02               2.4129761660e-01               2.3967458171e-01               5.6251371078e-02
1.2699091060e-01               1.3870565340e-01               6.7720577374e-02               1.9797598663e-01
7.6951860323e-01               5.3295524930e-01               1.2858521915e+00               1.6621660991e-02
1.6430265415e-01               7.3188201057e-02               1.4742201050e-01               9.0068844712e-02
1.0120939312e-01               1.9569508264e-01               1.7702436559e-01               1.1988011016e-01
3.6228976055e-01               1.9034736252e-01               5.4281884289e-01               9.8182801838e-03
7.7126344609e-01               6.1184564279e-01               1.3623237371e+00               2.0785351726e-02
5.6841832754e-02               1.1607364926e-01               5.9373080438e-02               1.1354240158e-01
5.3825650389e-01               6.9721442412e-01               1.2212113767e+00               1.4259551363e-02
4.7080902832e-02               8.1757336236e-02               5.6090807024e-02               7.2747432044e-02
4.7386268551e-01               2.3130784137e-01               6.8620547177e-01               1.8965055115e-02
6.7548014918e-01               7.8244081667e-01               1.4407522919e+00               1.7168673970e-02
4.9247845503e-01               5.9393669574e-01               1.0673443273e+00               1.9070823519e-02
3.0741184394e-01               4.0844301734e-01               6.9122267854e-01               2.4632182743e-02
1.7318191555e-01               5.7178374551e-02               1.3394768285e-01               9.6412607259e-02
2.4251520612e-01               2.0739300655e-01               3.8851201824e-01               6.1396194425e-02
1.2281276447e-01               1.3032207201e-01               7.1540075730e-02               1.8159476076e-01
1.9813371910e-01               3.8384209513e-02               2.2945446097e-01               7.0634676437e-03
3.8113174859e-01               3.7570202790e-01               7.3984280745e-01               1.6990969044e-02
1.5996158770e-01               1.0488911016e-01               8.4003378365e-02               1.8084731949e-01
3.7525846927e-01               1.2334681144e-01               4.8342194270e-01               1.5183338010e-02
1.5629311340e-01               1.2036592982e-01               1.5729071010e-01               1.1936833311e-01
3.1247972439e-01               4.2262780763e-01               6.9465576396e-01               4.0451768059e-02
5.2852983274e-01               6.1892082170e-01               1.1299777090e+00               1.7472945431e-02
4.9103055439e-01               5.1085248144e-01               9.9037703695e-01               1.1505998875e-02
7.0840067347e-01               7.2161791457e-01               1.4136198480e+00               1.6398740022e-02
4.2563538410e-01               5.9100402685e-01               9.9165653156e-01               2.4982879387e-02
3.1911780060e-01               4.0933282805e-01               7.1675534096e-01               1.1695287684e-02
5.1061536479e-01               5.8679284269e-01               1.0767314110e+00               2.0676796428e-02
5.7945720953e-01               3.6627196799e-01               9.3011418972e-01               1.5614987795e-02
5.5170760000e-01               4.7621348023e-01               1.0021394076e+00               2.5781672681e-02
3.3666505857e-01               2.2021709124e-01               5.0438928405e-01               5.2492865763e-02
3.0615444069e-01               5.2102966234e-01               8.0568565986e-01               2.1498443172e-02
1.2837102912e-01               1.2413691092e-01               4.3197695489e-03               2.4818817049e-01
6.4059803639e-01               5.5127818691e-01               1.1694397745e+00               2.2436448849e-02
1.1842921015e-01               2.0284749154e-01               2.0915396973e-01               1.1212273196e-01
1.0576508439e-01               1.4885635906e-01               5.9811413666e-02               1.9481002979e-01
